,extracted_comments,comments_date,translated_comments
301,op,2022-06-12 18:54:50,op
302,tokyo OP,2022-06-12 18:54:50,tokyo OP
303,Trovo: ,2022-06-12 18:54:50,Trovo: 
304,Tokyo is one of the best team-deleting players I've ever seen,2022-06-12 18:54:50,Tokyo is one of the best team-deleting players I've ever seen
305,Not only that you are the most underrated but also amongst the best player of CODM BR Community,2022-06-12 18:54:50,Not only that you are the most underrated but also amongst the best player of CODM BR Community
306,1:24,2022-07-12 18:54:50,1:24
307,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore",2022-06-12 18:54:50,"I watched many streamers but I think you’re number 1 in the world. Nowadays 40 kills is top , players have become better and they go around together always , 1vs squads ain’t easy anymore"
308,Daddy Tokyo never disappoints with these banger clips,2022-06-12 18:54:50,Daddy Tokyo never disappoints with these banger clips
309,This man gameplay is so freaking funny plus OP what more could one want GG new sub here,2022-06-12 18:54:50,This man gameplay is so freaking funny plus OP what more could one want GG new sub here
310,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim,2022-06-12 18:54:50,Ve ayrıca ALLAH her elini attın işte istediğin sonucu almayı istediğin mevkiye gelmeyi nasipetsin inşallah gerçek ten seni izlerken kafam rahatlıyo inşallah seni daha iyi yerlerde görücemiz  zamanlarda bir an önce gelir iyi oyunlar herdaim başarılar kardeşim
311,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo,2022-06-12 18:54:50,Çoğunlukla 27-33 bandında kill alıyordun şu an 40 bile alıyorsun. Helal olsun Tokyooooo
312,Tokyo edits are getting crazy `Uwu’ ,2022-06-12 18:54:50,Tokyo edits are getting crazy `Uwu’ 
313,my 5th time rewatching this particular clip and i just discovered your channel ,2022-08-11 18:54:50,my 5th time rewatching this particular clip and i just discovered your channel 
314,Insane gameplay,2022-06-12 18:54:50,Insane gameplay
315,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video,2022-07-12 18:54:50,unas de la mejores partidas de call of duty que vi o hasta el momento el unico el que mas me impresiono me suscribo y dejo mi me gusta buen video
316,Killing Machine ,2022-07-12 18:54:50,Killing Machine 
317,Awesome video Tokyo I hope I can play with you one day ,2022-06-12 18:54:50,Awesome video Tokyo I hope I can play with you one day 
318,Insane gameplay..,2022-06-12 18:54:50,Insane gameplay..
319,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing",2022-07-12 18:54:50,"You are a very good player , but you know your enemies were a little newbie but your movements and shuts were amazing"
320,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler,2022-06-12 18:54:50,Yapıyorsun bu işi be kardeşim yaparım dedinve yine yaptın ellerine sağlık video için teşekkürler
321,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro",2022-07-12 18:54:50,"You're Narco's best player , he said your gameplay was sick I agree You're sick bro"
322,damm,2022-06-12 18:54:50,damm
323,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık ,2022-06-12 18:54:50,Helalin var kardeşim bu oyun senin için çıkmış resmen kanka eline sağlık 
324,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk,2022-07-12 18:54:50,Emudakinden daha kaliteli oyun karşımızda işte azim vazgeçmemek bu. Tbrk ederim berk
325,Ese final ,2022-06-12 18:54:50,Ese final 
326,Glad I found your channel I learn from everyone's clips ggs again,2022-06-12 18:54:50,Glad I found your channel I learn from everyone's clips ggs again
327,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg.",2022-09-10 18:54:50,"Besides Tokyo’s gameplay, has someone noticed his amazing tste in music? Like NF omg."
328,fire as always akam ,2022-06-12 18:54:50,fire as always akam 
329,High respect ,2022-06-12 18:54:50,High respect 
330,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub),2022-09-10 18:54:50,I heard this guy had some good gameplay but that’s some mad skill with that HSO (New Sub)
331,Bro you are so under rated,2022-06-12 18:54:50,Bro you are so under rated
332,Gran vídeo. ,2022-09-10 18:54:50,Gran vídeo. 
333,my dude is a killing machine.,2022-06-12 18:54:50,my dude is a killing machine.
334,Great as always ,2022-06-12 18:54:50,Great as always 
335,This guy is total vibe when he was trying to kill the platform pumped guy,2022-06-12 18:54:50,This guy is total vibe when he was trying to kill the platform pumped guy
336,Well played bro,2022-06-12 18:54:50,Well played bro
337,Insane brow! ,2022-07-12 18:54:50,Insane brow! 
338,Ggs bro you are on top ,2022-06-12 18:54:50,Ggs bro you are on top 
339,The music and gameplay are both amazing,2022-06-12 18:54:50,The music and gameplay are both amazing
340,Narco talk about you bro … you’re freaking good ,2022-08-11 18:54:50,Narco talk about you bro … you’re freaking good 
341,9:00,2022-07-12 18:54:50,9:00
342,"Tokyo that shit was amazing, you are the ads king hands down....GG bro",2022-06-12 18:54:50,"Tokyo that shit was amazing, you are the ads king hands down....GG bro"
343,Me: blinks,2022-06-12 18:54:50,Me: blinks
344,Please keep up the good work,2022-06-12 18:54:50,Please keep up the good work
345,I think because of the music bro. ,2022-06-12 18:54:50,I think because of the music bro. 
346,Yo that's amazing bro... you got a new sub,2022-06-12 18:54:50,Yo that's amazing bro... you got a new sub
347,Seriously... How do you manage to play like that? ,2022-07-12 18:54:50,Seriously... How do you manage to play like that? 
348,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like,2022-07-12 18:54:50,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like
349,FIRE GAME BRO! Well done ,2022-07-12 18:54:50,FIRE GAME BRO! Well done 
350,That was fire....,2022-07-12 18:54:50,That was fire....
351,Yesterday i watch this match in your live ggs man you are the best,2022-06-12 18:54:50,Yesterday i watch this match in your live ggs man you are the best
352,Final fights ,2022-06-12 18:54:50,Final fights 
353,You're good. New subscriber here,2022-07-12 18:54:50,You're good. New subscriber here
354,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?",2022-06-12 18:54:50,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?"
355,Just found another GOD just subbed with bell and smashed that like ,2022-08-11 18:54:50,Just found another GOD just subbed with bell and smashed that like 
356,Bro Tokyo is fast asf ,2022-09-10 18:54:50,Bro Tokyo is fast asf 
357,"""help me step bro Im stuck"" xD thats why I enjoy ur streams",2022-09-10 18:54:50,"""help me step bro Im stuck"" xD thats why I enjoy ur streams"
358,Great video my bro,2022-06-12 18:54:50,Great video my bro
359,Wow!!!!! You are an amazing players!!!,2022-06-12 18:54:50,Wow!!!!! You are an amazing players!!!
360,GGs bro new sub ,2022-06-12 18:54:50,GGs bro new sub 
361,:_kral:,2022-06-12 18:54:50,:_kral:
362,Helal kanka efsane olmuş ,2022-06-12 18:54:50,Helal kanka efsane olmuş 
363,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo,2022-06-12 18:54:50,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo
364,Perfect ,2022-06-12 18:54:50,Perfect 
365,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big ,2022-06-12 18:54:50,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big 
366,this is my first day watching your videos just i enjoyed ggs,2022-07-12 18:54:50,this is my first day watching your videos just i enjoyed ggs
367,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin ,2022-06-12 18:54:50,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin 
368,Shotgun play is insane!!!!,2022-06-12 18:54:50,Shotgun play is insane!!!!
369,Damn you play way too smooth,2022-06-12 18:54:50,Damn you play way too smooth
370,12:12,2022-10-19 18:54:50,12:12
371,Hello Tokyo lezzgooo,2022-06-12 18:54:50,Hello Tokyo lezzgooo
372,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man ",2022-07-12 18:54:50,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man "
373,Tokyo is too cracked,2022-06-12 18:54:50,Tokyo is too cracked
374,Nice gameplay ,2022-06-12 18:54:50,Nice gameplay 
375,Joga muito ,2022-07-12 18:54:50,Joga muito 
376,"Bro, you can go for the record",2022-06-12 18:54:50,"Bro, you can go for the record"
377,The accent makes him even funnier,2022-08-11 18:54:50,The accent makes him even funnier
378,bro furry klanindan slm 10 numarasın tam destek devamm ke,2022-06-12 18:54:50,bro furry klanindan slm 10 numarasın tam destek devamm ke
379,Bro love the Shiloh music goes well with the tempo,2022-06-12 18:54:50,Bro love the Shiloh music goes well with the tempo
380,Intense bro,2022-07-12 18:54:50,Intense bro
381,42 kills exactly....damnnnn,2022-07-12 18:54:50,42 kills exactly....damnnnn
382,Question...,2022-07-12 18:54:50,Question...
383,gg ,2022-06-12 18:54:50,gg 
384,My highest is like 21 kills. Aiming for 30 before.,2022-06-12 18:54:50,My highest is like 21 kills. Aiming for 30 before.
385,"Sir, yesterday i watched ur video and i become ur fan sir.... ",2022-09-10 18:54:50,"Sir, yesterday i watched ur video and i become ur fan sir.... "
386,Dude your insane ,2022-06-12 18:54:50,Dude your insane 
387,Super ,2022-06-12 18:54:50,Super 
388,gg wp bro.  Nice aim,2022-08-11 18:54:50,gg wp bro.  Nice aim
389,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak,2022-06-12 18:54:50,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak
390,9:00,2022-06-12 18:54:50,9:00
391,You are the Best bro ,2022-06-12 18:54:50,You are the Best bro 
392,Nice game!,2022-07-12 18:54:50,Nice game!
393,Gg brooo,2022-06-12 18:54:50,Gg brooo
394,Harikasın arkadaşım baypas tan sevgilerle,2022-10-10 18:54:50,Harikasın arkadaşım baypas tan sevgilerle
395,🔥,2022-06-12 18:54:50,🔥
396,Insane,2022-06-12 18:54:50,Insane
397,Much love man ,2022-07-12 18:54:50,Much love man 
398,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim,2022-07-12 18:54:50,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim
399,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео",2022-06-12 18:54:50,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео"
400,That’s tuff ,2022-06-12 18:54:50,That’s tuff 
401,Crazy edit there,2022-06-12 18:54:50,Crazy edit there
402,Bro we meet in isolated at farm ,2022-06-12 18:54:50,Bro we meet in isolated at farm 
403,The squirrel is what gets me ,2022-06-12 18:54:50,The squirrel is what gets me 
404,Can anyone tell how he kills enemies so fast,2022-06-12 18:54:50,Can anyone tell how he kills enemies so fast
405,"Nice game bro,, ",2022-06-12 18:54:50,"Nice game bro,, "
406,you the best bro ,2022-07-12 18:54:50,you the best bro 
407,What’s the third song ? Great video ! Earned yourself a new sub and like,2022-07-12 18:54:50,What’s the third song ? Great video ! Earned yourself a new sub and like
408,PARKER = BEST RECORD,2022-08-11 18:54:50,PARKER = BEST RECORD
409,Nice ,2022-06-12 18:54:50,Nice 
410,Damn bro you are insane,2022-07-12 18:54:50,Damn bro you are insane
411,Woooow,2022-06-12 18:54:50,Woooow
412,Liked it ,2022-06-12 18:54:50,Liked it 
413,Beast,2022-06-12 18:54:50,Beast
414,4:06,2022-08-11 18:54:50,4:06
415,Daaamnn good,2022-07-12 18:54:50,Daaamnn good
416,40bomb with hso,2022-06-12 18:54:50,40bomb with hso
417,3:55,2022-07-12 18:54:50,3:55
418,😂,2022-06-12 18:54:50,😂
419,U deserve more subs,2022-08-11 18:54:50,U deserve more subs
420,Bro am subscribing now ,2022-07-12 18:54:50,Bro am subscribing now 
421,"You are so good man, ",2022-10-26 18:54:50,"You are so good man, "
422,Nerelerdesin be Berk,2022-06-12 18:54:50,Nerelerdesin be Berk
423,Funny gameplay ) tell me name of ur editor )),2022-06-12 18:54:50,Funny gameplay ) tell me name of ur editor ))
424,GG,2022-06-12 18:54:50,GG
425,Teke tek maç yapalım ,2022-06-12 18:54:50,Teke tek maç yapalım 
426,Gg bro tchko tchiko ,2022-06-12 18:54:50,Gg bro tchko tchiko 
427,Tokyooo luv you bro,2022-06-12 18:54:50,Tokyooo luv you bro
428,How do you move so fast that’s crazy,2022-07-12 18:54:50,How do you move so fast that’s crazy
429,Good game!,2022-07-12 18:54:50,Good game!
430,Tokyo şu hs nin aparatlarını bi at bana bro.,2022-06-12 18:54:50,Tokyo şu hs nin aparatlarını bi at bana bro.
431,Brucle senin kimi olamaz xaxa sen harikasin kanka,2022-06-12 18:54:50,Brucle senin kimi olamaz xaxa sen harikasin kanka
432,Top 1 player ggs,2022-06-12 18:54:50,Top 1 player ggs
433,Nice you legend,2022-06-12 18:54:50,Nice you legend
434,Show ur sensitivity setting,2022-08-11 18:54:50,Show ur sensitivity setting
435,Love you man,2022-06-12 18:54:50,Love you man
436,I subscribed ASAP ,2022-06-12 18:54:50,I subscribed ASAP 
437,Tokyo stuck in the dryer lol too much Hub,2022-06-12 18:54:50,Tokyo stuck in the dryer lol too much Hub
438,High level skill,2022-07-12 18:54:50,High level skill
439,En iyi oyuncu ama maalesef takipçisi ve beğenisi az .,2022-06-12 18:54:50,En iyi oyuncu ama maalesef takipçisi ve beğenisi az .
440,Help me step brother i am stuck ,2022-06-12 18:54:50,Help me step brother i am stuck 
441,Gg bro great video,2022-09-10 18:54:50,Gg bro great video
442,The beat on ,2022-06-12 18:54:50,The beat on 
443,legend,2022-07-12 18:54:50,legend
